"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar compras de libros","Realizar la compra de libros para para visualizar el valor unitario y valor total","PENDING","2019-02-28T14:20:42.725-05:00[America/Bogota]","0.0","2.37"
