"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar compras de libros","Realizar la compra de libros para para visualizar el coste total de cada libro","ERROR","2019-02-28T18:55:51.534-05:00[America/Bogota]","0.0","31.67"
